,pathname,class,mode
445,/asl_dataset/n/hand1_n_right_seg_5_cropped.jpeg,n,train
1227,/asl_dataset/h/hand1_h_dif_seg_5_cropped.jpeg,h,train
1295,/asl_dataset/m/hand5_m_bot_seg_1_cropped.jpeg,m,train
331,/asl_dataset/7/hand2_7_bot_seg_5_cropped.jpeg,7,train
2240,/asl_dataset/y/hand1_y_bot_seg_1_cropped.jpeg,y,train
656,/asl_dataset/z/hand1_z_right_seg_5_cropped.jpeg,z,train
1791,/asl_dataset/x/hand2_x_left_seg_3_cropped.jpeg,x,train
113,/asl_dataset/u/hand5_u_bot_seg_4_cropped.jpeg,u,train
1672,/asl_dataset/q/hand1_q_left_seg_4_cropped.jpeg,q,train
222,/asl_dataset/0/hand1_0_top_seg_2_cropped.jpeg,0,train
2459,/asl_dataset/w/hand5_w_dif_seg_2_cropped.jpeg,w,train
774,/asl_dataset/8/hand4_8_bot_seg_3_cropped.jpeg,8,train
1179,/asl_dataset/o/hand5_o_bot_seg_1_cropped.jpeg,o,train
2342,/asl_dataset/5/hand5_5_bot_seg_3_cropped.jpeg,5,train
1522,/asl_dataset/d/hand2_d_top_seg_4_cropped.jpeg,d,train
842,/asl_dataset/t/hand2_t_right_seg_5_cropped.jpeg,t,train
2303,/asl_dataset/y/hand2_y_left_seg_1_cropped.jpeg,y,train
2469,/asl_dataset/w/hand1_w_dif_seg_4_cropped.jpeg,w,train
1203,/asl_dataset/h/hand5_h_bot_seg_3_cropped.jpeg,h,train
559,/asl_dataset/g/hand4_g_bot_seg_1_cropped.jpeg,g,train
1856,/asl_dataset/3/hand2_3_right_seg_2_cropped.jpeg,3,train
1759,/asl_dataset/x/hand2_x_bot_seg_5_cropped.jpeg,x,train
973,/asl_dataset/s/hand2_s_dif_seg_3_cropped.jpeg,s,train
453,/asl_dataset/n/hand1_n_right_seg_4_cropped.jpeg,n,train
1673,/asl_dataset/q/hand3_q_dif_seg_2_cropped.jpeg,q,train
2323,/asl_dataset/5/hand2_5_dif_seg_4_cropped.jpeg,5,train
242,/asl_dataset/0/hand4_0_bot_seg_2_cropped.jpeg,0,train
452,/asl_dataset/n/hand1_n_left_seg_2_cropped.jpeg,n,train
456,/asl_dataset/n/hand2_n_dif_seg_3_cropped.jpeg,n,train
493,/asl_dataset/g/hand3_g_dif_seg_5_cropped.jpeg,g,train
1245,/asl_dataset/h/hand2_h_bot_seg_5_cropped.jpeg,h,train
677,/asl_dataset/z/hand2_z_dif_seg_4_cropped.jpeg,z,train
861,/asl_dataset/t/hand1_t_left_seg_4_cropped.jpeg,t,train
77,/asl_dataset/u/hand1_u_right_seg_1_cropped.jpeg,u,train
2029,/asl_dataset/k/hand1_k_bot_seg_3_cropped.jpeg,k,train
37,/asl_dataset/r/hand1_r_bot_seg_5_cropped.jpeg,r,train
2100,/asl_dataset/l/hand1_l_bot_seg_4_cropped.jpeg,l,train
2081,/asl_dataset/k/hand5_k_dif_seg_2_cropped.jpeg,k,train
2227,/asl_dataset/2/hand2_2_left_seg_4_cropped.jpeg,2,train
2377,/asl_dataset/p/hand2_p_right_seg_5_cropped.jpeg,p,train
12,/asl_dataset/r/hand2_r_bot_seg_5_cropped.jpeg,r,train
1736,/asl_dataset/4/hand2_4_top_seg_5_cropped.jpeg,4,train
1505,/asl_dataset/d/hand1_d_right_seg_2_cropped.jpeg,d,train
1101,/asl_dataset/f/hand2_f_bot_seg_4_cropped.jpeg,f,train
2148,/asl_dataset/l/hand1_l_right_seg_4_cropped.jpeg,l,train
904,/asl_dataset/t/hand1_t_bot_seg_5_cropped.jpeg,t,train
346,/asl_dataset/7/hand2_7_dif_seg_1_cropped.jpeg,7,train
2389,/asl_dataset/p/hand2_p_top_seg_2_cropped.jpeg,p,train
2052,/asl_dataset/k/hand2_k_right_seg_1_cropped.jpeg,k,train
1231,/asl_dataset/h/hand2_h_bot_seg_4_cropped.jpeg,h,train
2510,/asl_dataset/w/hand5_w_bot_seg_3_cropped.jpeg,w,train
2351,/asl_dataset/5/hand1_5_top_seg_1_cropped.jpeg,5,train
767,/asl_dataset/1/hand1_1_dif_seg_2_cropped.jpeg,1,train
2176,/asl_dataset/2/hand2_2_bot_seg_1_cropped.jpeg,2,train
2062,/asl_dataset/k/hand5_k_dif_seg_1_cropped.jpeg,k,train
1893,/asl_dataset/e/hand2_e_left_seg_1_cropped.jpeg,e,train
796,/asl_dataset/8/hand2_8_left_seg_5_cropped.jpeg,8,train
798,/asl_dataset/8/hand1_8_bot_seg_3_cropped.jpeg,8,train
529,/asl_dataset/g/hand2_g_right_seg_5_cropped.jpeg,g,train
2023,/asl_dataset/b/hand2_b_right_seg_2_cropped.jpeg,b,train
1988,/asl_dataset/b/hand1_b_right_seg_4_cropped.jpeg,b,train
376,/asl_dataset/i/hand1_i_bot_seg_4_cropped.jpeg,i,train
2258,/asl_dataset/y/hand1_y_dif_seg_5_cropped.jpeg,y,train
316,/asl_dataset/7/hand2_7_left_seg_4_cropped.jpeg,7,train
741,/asl_dataset/1/hand2_1_left_seg_4_cropped.jpeg,1,train
2250,/asl_dataset/y/hand1_y_left_seg_1_cropped.jpeg,y,train
2147,/asl_dataset/l/hand5_l_dif_seg_2_cropped.jpeg,l,train
1180,/asl_dataset/o/hand1_o_left_seg_3_cropped.jpeg,o,train
1955,/asl_dataset/b/hand1_b_top_seg_4_cropped.jpeg,b,train
856,/asl_dataset/t/hand4_t_bot_seg_1_cropped.jpeg,t,train
2160,/asl_dataset/l/hand2_l_left_seg_1_cropped.jpeg,l,train
1860,/asl_dataset/3/hand5_3_dif_seg_3_cropped.jpeg,3,train
364,/asl_dataset/i/hand4_i_bot_seg_3_cropped.jpeg,i,train
1890,/asl_dataset/e/hand5_e_bot_seg_2_cropped.jpeg,e,train
1321,/asl_dataset/m/hand5_m_dif_seg_4_cropped.jpeg,m,train
609,/asl_dataset/6/hand2_6_right_seg_4_cropped.jpeg,6,train
1815,/asl_dataset/3/hand2_3_dif_seg_5_cropped.jpeg,3,train
471,/asl_dataset/n/hand2_n_bot_seg_5_cropped.jpeg,n,train
561,/asl_dataset/6/hand4_6_bot_seg_5_cropped.jpeg,6,train
363,/asl_dataset/i/hand5_i_dif_seg_1_cropped.jpeg,i,train
1430,/asl_dataset/c/hand5_c_bot_seg_2_cropped.jpeg,c,train
597,/asl_dataset/6/hand1_6_left_seg_3_cropped.jpeg,6,train
1629,/asl_dataset/q/hand2_q_right_seg_4_cropped.jpeg,q,train
880,/asl_dataset/t/hand3_t_dif_seg_2_cropped.jpeg,t,train
1347,/asl_dataset/j/hand2_j_dif_seg_4_cropped.jpeg,j,train
1026,/asl_dataset/a/hand2_a_top_seg_2_cropped.jpeg,a,train
1576,/asl_dataset/v/hand1_v_bot_seg_4_cropped.jpeg,v,train
1983,/asl_dataset/b/hand3_b_dif_seg_2_cropped.jpeg,b,train
2414,/asl_dataset/p/hand1_p_right_seg_3_cropped.jpeg,p,train
1842,/asl_dataset/3/hand2_3_left_seg_4_cropped.jpeg,3,train
2195,/asl_dataset/2/hand1_2_top_seg_5_cropped.jpeg,2,train
655,/asl_dataset/z/hand1_z_dif_seg_4_cropped.jpeg,z,train
1933,/asl_dataset/e/hand1_e_dif_seg_2_cropped.jpeg,e,train
1722,/asl_dataset/4/hand2_4_top_seg_4_cropped.jpeg,4,train
757,/asl_dataset/1/hand5_1_dif_seg_3_cropped.jpeg,1,train
280,/asl_dataset/7/hand1_7_right_seg_4_cropped.jpeg,7,train
869,/asl_dataset/t/hand1_t_dif_seg_2_cropped.jpeg,t,train
1540,/asl_dataset/v/hand5_v_dif_seg_3_cropped.jpeg,v,train
1154,/asl_dataset/o/hand2_o_bot_seg_4_cropped.jpeg,o,train
1175,/asl_dataset/o/hand2_o_left_seg_1_cropped.jpeg,o,train
1284,/asl_dataset/m/hand2_m_right_seg_3_cropped.jpeg,m,train
864,/asl_dataset/t/hand2_t_top_seg_2_cropped.jpeg,t,train
2391,/asl_dataset/p/hand5_p_dif_seg_5_cropped.jpeg,p,train
1431,/asl_dataset/c/hand1_c_top_seg_4_cropped.jpeg,c,train
778,/asl_dataset/8/hand3_8_dif_seg_2_cropped.jpeg,8,train
2369,/asl_dataset/5/hand1_5_dif_seg_4_cropped.jpeg,5,train
503,/asl_dataset/g/hand1_g_right_seg_5_cropped.jpeg,g,train
2453,/asl_dataset/w/hand1_w_right_seg_4_cropped.jpeg,w,train
319,/asl_dataset/7/hand2_7_top_seg_2_cropped.jpeg,7,train
1587,/asl_dataset/v/hand1_v_top_seg_3_cropped.jpeg,v,train
1485,/asl_dataset/d/hand1_d_top_seg_5_cropped.jpeg,d,train
2088,/asl_dataset/k/hand1_k_left_seg_3_cropped.jpeg,k,train
2483,/asl_dataset/w/hand5_w_dif_seg_1_cropped.jpeg,w,train
1441,/asl_dataset/c/hand1_c_left_seg_5_cropped.jpeg,c,train
2476,/asl_dataset/w/hand2_w_bot_seg_5_cropped.jpeg,w,train
1255,/asl_dataset/m/hand1_m_left_seg_5_cropped.jpeg,m,train
47,/asl_dataset/r/hand1_r_top_seg_5_cropped.jpeg,r,train
1069,/asl_dataset/f/hand4_f_bot_seg_2_cropped.jpeg,f,train
2233,/asl_dataset/2/hand2_2_bot_seg_5_cropped.jpeg,2,train
905,/asl_dataset/s/hand1_s_top_seg_1_cropped.jpeg,s,train
1138,/asl_dataset/o/hand3_o_dif_seg_5_cropped.jpeg,o,train
2345,/asl_dataset/5/hand5_5_bot_seg_1_cropped.jpeg,5,train
2457,/asl_dataset/w/hand5_w_dif_seg_5_cropped.jpeg,w,train
478,/asl_dataset/n/hand1_n_dif_seg_2_cropped.jpeg,n,train
2266,/asl_dataset/y/hand3_y_dif_seg_1_cropped.jpeg,y,train
1201,/asl_dataset/h/hand5_h_bot_seg_4_cropped.jpeg,h,train
1613,/asl_dataset/q/hand2_q_top_seg_3_cropped.jpeg,q,train
1952,/asl_dataset/e/hand1_e_top_seg_1_cropped.jpeg,e,train
2054,/asl_dataset/k/hand3_k_dif_seg_5_cropped.jpeg,k,train
830,/asl_dataset/8/hand1_8_dif_seg_3_cropped.jpeg,8,train
1689,/asl_dataset/4/hand2_4_left_seg_5_cropped.jpeg,4,train
1382,/asl_dataset/j/hand5_j_dif_seg_3_cropped.jpeg,j,train
1144,/asl_dataset/o/hand2_o_left_seg_3_cropped.jpeg,o,train
2017,/asl_dataset/b/hand2_b_right_seg_4_cropped.jpeg,b,train
1351,/asl_dataset/j/hand5_j_bot_seg_3_cropped.jpeg,j,train
345,/asl_dataset/7/hand1_7_right_seg_1_cropped.jpeg,7,train
259,/asl_dataset/0/hand1_0_left_seg_4_cropped.jpeg,0,train
1951,/asl_dataset/e/hand2_e_left_seg_2_cropped.jpeg,e,train
1972,/asl_dataset/b/hand5_b_bot_seg_3_cropped.jpeg,b,train
2402,/asl_dataset/p/hand1_p_dif_seg_3_cropped.jpeg,p,train
531,/asl_dataset/g/hand1_g_bot_seg_1_cropped.jpeg,g,train
435,/asl_dataset/n/hand1_n_top_seg_2_cropped.jpeg,n,train
2204,/asl_dataset/2/hand1_2_right_seg_1_cropped.jpeg,2,train
464,/asl_dataset/n/hand5_n_dif_seg_4_cropped.jpeg,n,train
926,/asl_dataset/s/hand5_s_dif_seg_2_cropped.jpeg,s,train
1726,/asl_dataset/4/hand1_4_dif_seg_2_cropped.jpeg,4,train
1247,/asl_dataset/h/hand2_h_bot_seg_2_cropped.jpeg,h,train
1610,/asl_dataset/q/hand2_q_bot_seg_2_cropped.jpeg,q,train
987,/asl_dataset/a/hand5_a_bot_seg_5_cropped.jpeg,a,train
1881,/asl_dataset/3/hand1_3_right_seg_1_cropped.jpeg,3,train
2095,/asl_dataset/l/hand2_l_left_seg_5_cropped.jpeg,l,train
626,/asl_dataset/6/hand2_6_bot_seg_3_cropped.jpeg,6,train
818,/asl_dataset/8/hand5_8_dif_seg_2_cropped.jpeg,8,train
855,/asl_dataset/t/hand1_t_dif_seg_3_cropped.jpeg,t,train
2245,/asl_dataset/y/hand2_y_right_seg_4_cropped.jpeg,y,train
1221,/asl_dataset/h/hand3_h_dif_seg_4_cropped.jpeg,h,train
1491,/asl_dataset/d/hand2_d_left_seg_5_cropped.jpeg,d,train
1478,/asl_dataset/d/hand2_d_right_seg_5_cropped.jpeg,d,train
1686,/asl_dataset/4/hand2_4_right_seg_4_cropped.jpeg,4,train
496,/asl_dataset/g/hand2_g_left_seg_4_cropped.jpeg,g,train
2102,/asl_dataset/l/hand1_l_top_seg_5_cropped.jpeg,l,train
1696,/asl_dataset/4/hand2_4_right_seg_2_cropped.jpeg,4,train
1885,/asl_dataset/e/hand2_e_dif_seg_4_cropped.jpeg,e,train
1932,/asl_dataset/e/hand2_e_right_seg_1_cropped.jpeg,e,train
694,/asl_dataset/z/hand2_z_right_seg_3_cropped.jpeg,z,train
2128,/asl_dataset/l/hand5_l_dif_seg_1_cropped.jpeg,l,train
549,/asl_dataset/g/hand2_g_bot_seg_5_cropped.jpeg,g,train
432,/asl_dataset/n/hand2_n_right_seg_1_cropped.jpeg,n,train
2324,/asl_dataset/5/hand1_5_top_seg_3_cropped.jpeg,5,train
506,/asl_dataset/g/hand2_g_left_seg_2_cropped.jpeg,g,train
1451,/asl_dataset/c/hand5_c_dif_seg_4_cropped.jpeg,c,train
1251,/asl_dataset/h/hand1_h_top_seg_1_cropped.jpeg,h,train
1929,/asl_dataset/e/hand5_e_dif_seg_2_cropped.jpeg,e,train
605,/asl_dataset/6/hand4_6_bot_seg_1_cropped.jpeg,6,train
1714,/asl_dataset/4/hand5_4_dif_seg_3_cropped.jpeg,4,train
1550,/asl_dataset/v/hand2_v_bot_seg_4_cropped.jpeg,v,train
1419,/asl_dataset/c/hand5_c_bot_seg_4_cropped.jpeg,c,train
2043,/asl_dataset/k/hand1_k_right_seg_2_cropped.jpeg,k,train
569,/asl_dataset/6/hand2_6_left_seg_1_cropped.jpeg,6,train
1366,/asl_dataset/j/hand1_j_right_seg_1_cropped.jpeg,j,train
1435,/asl_dataset/c/hand2_c_dif_seg_1_cropped.jpeg,c,train
424,/asl_dataset/n/hand3_n_dif_seg_3_cropped.jpeg,n,train
1472,/asl_dataset/d/hand1_d_left_seg_1_cropped.jpeg,d,train
1964,/asl_dataset/b/hand2_b_dif_seg_3_cropped.jpeg,b,train
1,/asl_dataset/r/hand2_r_right_seg_1_cropped.jpeg,r,train
520,/asl_dataset/g/hand2_g_dif_seg_5_cropped.jpeg,g,train
1436,/asl_dataset/c/hand1_c_top_seg_1_cropped.jpeg,c,train
1581,/asl_dataset/v/hand2_v_dif_seg_3_cropped.jpeg,v,train
1528,/asl_dataset/d/hand1_d_left_seg_2_cropped.jpeg,d,train
773,/asl_dataset/8/hand2_8_right_seg_3_cropped.jpeg,8,train
1509,/asl_dataset/d/hand1_d_bot_seg_1_cropped.jpeg,d,train
335,/asl_dataset/7/hand2_7_right_seg_3_cropped.jpeg,7,train
2490,/asl_dataset/w/hand2_w_right_seg_5_cropped.jpeg,w,train
1812,/asl_dataset/x/hand1_x_left_seg_1_cropped.jpeg,x,train
1834,/asl_dataset/3/hand1_3_top_seg_3_cropped.jpeg,3,train
1008,/asl_dataset/a/hand4_a_bot_seg_3_cropped.jpeg,a,train
2218,/asl_dataset/2/hand2_2_bot_seg_4_cropped.jpeg,2,train
803,/asl_dataset/8/hand1_8_top_seg_5_cropped.jpeg,8,train
545,/asl_dataset/g/hand1_g_dif_seg_2_cropped.jpeg,g,train
1737,/asl_dataset/4/hand2_4_bot_seg_3_cropped.jpeg,4,train
2372,/asl_dataset/5/hand1_5_dif_seg_3_cropped.jpeg,5,train
1631,/asl_dataset/q/hand5_q_bot_seg_1_cropped.jpeg,q,train
571,/asl_dataset/6/hand2_6_top_seg_1_cropped.jpeg,6,train
2507,/asl_dataset/w/hand1_w_bot_seg_4_cropped.jpeg,w,train
2475,/asl_dataset/w/hand2_w_bot_seg_2_cropped.jpeg,w,train
1510,/asl_dataset/d/hand1_d_right_seg_3_cropped.jpeg,d,train
878,/asl_dataset/t/hand4_t_bot_seg_2_cropped.jpeg,t,train
16,/asl_dataset/r/hand5_r_dif_seg_4_cropped.jpeg,r,train
1445,/asl_dataset/c/hand2_c_bot_seg_2_cropped.jpeg,c,train
2288,/asl_dataset/y/hand1_y_top_seg_2_cropped.jpeg,y,train
899,/asl_dataset/t/hand1_t_top_seg_3_cropped.jpeg,t,train
1411,/asl_dataset/c/hand5_c_dif_seg_1_cropped.jpeg,c,train
2363,/asl_dataset/5/hand2_5_top_seg_4_cropped.jpeg,5,train
581,/asl_dataset/6/hand1_6_top_seg_5_cropped.jpeg,6,train
1911,/asl_dataset/e/hand1_e_dif_seg_1_cropped.jpeg,e,train
1837,/asl_dataset/3/hand3_3_dif_seg_4_cropped.jpeg,3,train
2061,/asl_dataset/k/hand2_k_left_seg_4_cropped.jpeg,k,train
956,/asl_dataset/s/hand3_s_dif_seg_5_cropped.jpeg,s,train
2201,/asl_dataset/2/hand2_2_dif_seg_5_cropped.jpeg,2,train
2089,/asl_dataset/k/hand1_k_top_seg_1_cropped.jpeg,k,train
2426,/asl_dataset/p/hand1_p_top_seg_4_cropped.jpeg,p,train
1712,/asl_dataset/4/hand3_4_dif_seg_5_cropped.jpeg,4,train
812,/asl_dataset/8/hand2_8_left_seg_1_cropped.jpeg,8,train
1289,/asl_dataset/m/hand1_m_top_seg_2_cropped.jpeg,m,train
1622,/asl_dataset/q/hand2_q_top_seg_2_cropped.jpeg,q,train
1293,/asl_dataset/m/hand2_m_right_seg_1_cropped.jpeg,m,train
2189,/asl_dataset/2/hand2_2_dif_seg_3_cropped.jpeg,2,train
1265,/asl_dataset/m/hand3_m_dif_seg_3_cropped.jpeg,m,train
2105,/asl_dataset/l/hand2_l_dif_seg_2_cropped.jpeg,l,train
887,/asl_dataset/t/hand5_t_dif_seg_1_cropped.jpeg,t,train
274,/asl_dataset/0/hand2_0_left_seg_1_cropped.jpeg,0,train
1361,/asl_dataset/j/hand1_j_right_seg_4_cropped.jpeg,j,train
1832,/asl_dataset/3/hand5_3_bot_seg_2_cropped.jpeg,3,train
1058,/asl_dataset/f/hand1_f_left_seg_2_cropped.jpeg,f,train
482,/asl_dataset/n/hand5_n_dif_seg_5_cropped.jpeg,n,train
1883,/asl_dataset/3/hand5_3_bot_seg_1_cropped.jpeg,3,train
433,/asl_dataset/n/hand2_n_top_seg_1_cropped.jpeg,n,train
2027,/asl_dataset/k/hand1_k_right_seg_3_cropped.jpeg,k,train
2097,/asl_dataset/l/hand2_l_right_seg_4_cropped.jpeg,l,train
1795,/asl_dataset/x/hand5_x_bot_seg_3_cropped.jpeg,x,train
1173,/asl_dataset/o/hand5_o_dif_seg_4_cropped.jpeg,o,train
747,/asl_dataset/1/hand1_1_left_seg_1_cropped.jpeg,1,train
64,/asl_dataset/r/hand3_r_dif_seg_3_cropped.jpeg,r,train
1903,/asl_dataset/e/hand3_e_dif_seg_5_cropped.jpeg,e,train
2276,/asl_dataset/y/hand4_y_bot_seg_3_cropped.jpeg,y,train
2247,/asl_dataset/y/hand2_y_right_seg_3_cropped.jpeg,y,train
762,/asl_dataset/1/hand2_1_top_seg_5_cropped.jpeg,1,train
1514,/asl_dataset/d/hand1_d_left_seg_3_cropped.jpeg,d,train
2188,/asl_dataset/2/hand1_2_left_seg_4_cropped.jpeg,2,train
314,/asl_dataset/7/hand4_7_bot_seg_2_cropped.jpeg,7,train
589,/asl_dataset/6/hand1_6_top_seg_3_cropped.jpeg,6,train
2347,/asl_dataset/5/hand2_5_left_seg_5_cropped.jpeg,5,train
1417,/asl_dataset/c/hand2_c_right_seg_1_cropped.jpeg,c,train
1959,/asl_dataset/b/hand1_b_left_seg_2_cropped.jpeg,b,train
1734,/asl_dataset/4/hand2_4_top_seg_2_cropped.jpeg,4,train
537,/asl_dataset/g/hand1_g_left_seg_4_cropped.jpeg,g,train
1978,/asl_dataset/b/hand4_b_bot_seg_3_cropped.jpeg,b,train
412,/asl_dataset/i/hand3_i_dif_seg_1_cropped.jpeg,i,train
1481,/asl_dataset/d/hand3_d_dif_seg_2_cropped.jpeg,d,train
1667,/asl_dataset/q/hand4_q_bot_seg_3_cropped.jpeg,q,train
668,/asl_dataset/z/hand4_z_bot_seg_4_cropped.jpeg,z,train
2339,/asl_dataset/5/hand1_5_top_seg_5_cropped.jpeg,5,train
1447,/asl_dataset/c/hand2_c_bot_seg_5_cropped.jpeg,c,train
423,/asl_dataset/n/hand3_n_dif_seg_4_cropped.jpeg,n,train
173,/asl_dataset/9/hand1_9_left_seg_3_cropped.jpeg,9,train
1668,/asl_dataset/q/hand1_q_right_seg_3_cropped.jpeg,q,train
874,/asl_dataset/t/hand3_t_dif_seg_3_cropped.jpeg,t,train
264,/asl_dataset/0/hand4_0_bot_seg_1_cropped.jpeg,0,train
606,/asl_dataset/6/hand2_6_right_seg_3_cropped.jpeg,6,train
1775,/asl_dataset/x/hand2_x_dif_seg_1_cropped.jpeg,x,train
671,/asl_dataset/z/hand3_z_dif_seg_4_cropped.jpeg,z,train
867,/asl_dataset/t/hand5_t_dif_seg_5_cropped.jpeg,t,train
359,/asl_dataset/i/hand3_i_dif_seg_5_cropped.jpeg,i,train
25,/asl_dataset/r/hand5_r_bot_seg_1_cropped.jpeg,r,train
2279,/asl_dataset/y/hand1_y_left_seg_4_cropped.jpeg,y,train
91,/asl_dataset/u/hand2_u_left_seg_2_cropped.jpeg,u,train
1876,/asl_dataset/3/hand1_3_left_seg_2_cropped.jpeg,3,train
141,/asl_dataset/9/hand2_9_dif_seg_5_cropped.jpeg,9,train
2500,/asl_dataset/w/hand5_w_bot_seg_2_cropped.jpeg,w,train
1405,/asl_dataset/c/hand2_c_left_seg_3_cropped.jpeg,c,train
1298,/asl_dataset/m/hand2_m_dif_seg_1_cropped.jpeg,m,train
1113,/asl_dataset/f/hand5_f_bot_seg_1_cropped.jpeg,f,train
550,/asl_dataset/g/hand2_g_bot_seg_2_cropped.jpeg,g,train
1707,/asl_dataset/4/hand4_4_bot_seg_3_cropped.jpeg,4,train
294,/asl_dataset/7/hand1_7_right_seg_5_cropped.jpeg,7,train
673,/asl_dataset/z/hand4_z_bot_seg_5_cropped.jpeg,z,train
251,/asl_dataset/0/hand5_0_dif_seg_2_cropped.jpeg,0,train
2087,/asl_dataset/k/hand1_k_left_seg_4_cropped.jpeg,k,train
70,/asl_dataset/u/hand1_u_dif_seg_2_cropped.jpeg,u,train
0,/asl_dataset/r/hand2_r_top_seg_2_cropped.jpeg,r,train
86,/asl_dataset/u/hand2_u_bot_seg_5_cropped.jpeg,u,train
1124,/asl_dataset/o/hand1_o_right_seg_4_cropped.jpeg,o,train
1091,/asl_dataset/f/hand2_f_left_seg_2_cropped.jpeg,f,train
1908,/asl_dataset/e/hand4_e_bot_seg_4_cropped.jpeg,e,train
1937,/asl_dataset/e/hand2_e_bot_seg_5_cropped.jpeg,e,train
121,/asl_dataset/u/hand1_u_dif_seg_1_cropped.jpeg,u,train
1503,/asl_dataset/d/hand1_d_top_seg_1_cropped.jpeg,d,train
211,/asl_dataset/0/hand1_0_bot_seg_2_cropped.jpeg,0,train
931,/asl_dataset/s/hand2_s_right_seg_1_cropped.jpeg,s,train
2018,/asl_dataset/b/hand1_b_bot_seg_1_cropped.jpeg,b,train
1790,/asl_dataset/x/hand2_x_dif_seg_5_cropped.jpeg,x,train
1038,/asl_dataset/a/hand1_a_right_seg_3_cropped.jpeg,a,train
2021,/asl_dataset/b/hand1_b_top_seg_1_cropped.jpeg,b,train
1704,/asl_dataset/4/hand1_4_right_seg_1_cropped.jpeg,4,train
1314,/asl_dataset/m/hand2_m_bot_seg_2_cropped.jpeg,m,train
2238,/asl_dataset/y/hand2_y_dif_seg_1_cropped.jpeg,y,train
1075,/asl_dataset/f/hand1_f_right_seg_3_cropped.jpeg,f,train
941,/asl_dataset/s/hand4_s_bot_seg_5_cropped.jpeg,s,train
386,/asl_dataset/i/hand5_i_bot_seg_2_cropped.jpeg,i,train
891,/asl_dataset/t/hand1_t_bot_seg_3_cropped.jpeg,t,train
1068,/asl_dataset/f/hand1_f_right_seg_2_cropped.jpeg,f,train
1111,/asl_dataset/f/hand2_f_right_seg_2_cropped.jpeg,f,train
1199,/asl_dataset/h/hand2_h_right_seg_2_cropped.jpeg,h,train
411,/asl_dataset/i/hand1_i_right_seg_5_cropped.jpeg,i,train
1524,/asl_dataset/d/hand1_d_dif_seg_2_cropped.jpeg,d,train
470,/asl_dataset/n/hand4_n_bot_seg_1_cropped.jpeg,n,train
348,/asl_dataset/7/hand1_7_left_seg_2_cropped.jpeg,7,train
1735,/asl_dataset/4/hand1_4_left_seg_3_cropped.jpeg,4,train
1596,/asl_dataset/v/hand2_v_right_seg_4_cropped.jpeg,v,train
2049,/asl_dataset/k/hand4_k_bot_seg_2_cropped.jpeg,k,train
2444,/asl_dataset/p/hand5_p_bot_seg_4_cropped.jpeg,p,train
1041,/asl_dataset/a/hand1_a_bot_seg_1_cropped.jpeg,a,train
1910,/asl_dataset/e/hand2_e_right_seg_5_cropped.jpeg,e,train
1776,/asl_dataset/x/hand1_x_top_seg_1_cropped.jpeg,x,train
447,/asl_dataset/n/hand1_n_bot_seg_5_cropped.jpeg,n,train
1013,/asl_dataset/a/hand2_a_top_seg_4_cropped.jpeg,a,train
525,/asl_dataset/g/hand5_g_bot_seg_3_cropped.jpeg,g,train
1248,/asl_dataset/h/hand1_h_left_seg_4_cropped.jpeg,h,train
1993,/asl_dataset/b/hand5_b_dif_seg_5_cropped.jpeg,b,train
35,/asl_dataset/r/hand2_r_dif_seg_4_cropped.jpeg,r,train
1525,/asl_dataset/d/hand5_d_dif_seg_5_cropped.jpeg,d,train
822,/asl_dataset/8/hand1_8_left_seg_3_cropped.jpeg,8,train
1453,/asl_dataset/c/hand4_c_bot_seg_1_cropped.jpeg,c,train
1985,/asl_dataset/b/hand4_b_bot_seg_2_cropped.jpeg,b,train
1427,/asl_dataset/c/hand1_c_bot_seg_2_cropped.jpeg,c,train
1935,/asl_dataset/e/hand2_e_top_seg_4_cropped.jpeg,e,train
266,/asl_dataset/0/hand2_0_bot_seg_2_cropped.jpeg,0,train
2348,/asl_dataset/5/hand2_5_dif_seg_1_cropped.jpeg,5,train
381,/asl_dataset/i/hand2_i_dif_seg_4_cropped.jpeg,i,train
1728,/asl_dataset/4/hand5_4_dif_seg_2_cropped.jpeg,4,train
1204,/asl_dataset/h/hand2_h_left_seg_5_cropped.jpeg,h,train
2228,/asl_dataset/2/hand2_2_left_seg_3_cropped.jpeg,2,train
1531,/asl_dataset/d/hand2_d_top_seg_5_cropped.jpeg,d,train
1488,/asl_dataset/d/hand2_d_dif_seg_2_cropped.jpeg,d,train
2509,/asl_dataset/w/hand1_w_top_seg_5_cropped.jpeg,w,train
2014,/asl_dataset/b/hand2_b_bot_seg_2_cropped.jpeg,b,train
1230,/asl_dataset/h/hand1_h_left_seg_5_cropped.jpeg,h,train
80,/asl_dataset/u/hand5_u_dif_seg_4_cropped.jpeg,u,train
402,/asl_dataset/i/hand1_i_right_seg_4_cropped.jpeg,i,train
334,/asl_dataset/7/hand2_7_right_seg_4_cropped.jpeg,7,train
1365,/asl_dataset/j/hand1_j_left_seg_1_cropped.jpeg,j,train
2311,/asl_dataset/5/hand4_5_bot_seg_3_cropped.jpeg,5,train
55,/asl_dataset/r/hand2_r_top_seg_1_cropped.jpeg,r,train
2076,/asl_dataset/k/hand2_k_bot_seg_3_cropped.jpeg,k,train
1609,/asl_dataset/q/hand1_q_dif_seg_4_cropped.jpeg,q,train
2024,/asl_dataset/b/hand2_b_dif_seg_1_cropped.jpeg,b,train
910,/asl_dataset/s/hand1_s_left_seg_5_cropped.jpeg,s,train
